NAME;FRECUENCY;MEAN_AGE;GEN
ANTONIO TOMAS;679;47,6;M
MARIO JESUS;679;37,6;M
ELVIS;678;27,1;M
IORITZ;676;16,6;M
NECULAI;676;46;M
TANAUSU;676;26,4;M
TARIQ;676;36,1;M
CARLOS ROBERTO;675;40,7;M
JON ANDONI;675;40,1;M
ARTURO JOSE;674;39,1;M
MELQUIADES;674;60,4;M
ADRIAN JOSE;673;21,9;M
ISABELO;672;63,5;M
JEAN PAUL;672;31;M
FRANCISCO SALVADOR;671;45,4;M
JOSE MATIAS;671;48,8;M
JUAN GREGORIO;670;50,4;M
PERU;669;11,1;M
MARIO ANTONIO;667;41,3;M
PETRO;667;44,1;M
ALEKSANDAR;666;31;M
EL HABIB;665;38,4;M
GIANLUCA;665;29;M
LUIS RAFAEL;665;44,8;M
LUIS JORGE;664;44,7;M
PLAMEN;664;39,1;M
FRAN;663;6,5;M
GABRIEL ALEJANDRO;663;23,6;M
YURI;663;28;M
ALEJANDRO MIGUEL;662;26,3;M
NAJIM;660;33;M
MBAYE;659;39,8;M
BENAISSA;657;44;M
BOUJEMAA;657;44,5;M
DIEGO ANDRES;657;25,9;M
CARLOS AUGUSTO;656;40,3;M
CRISTO MANUEL;656;35,3;M
LUIS MARIO;656;35,3;M
MIGUEL RAMON;656;47,9;M
YOUSEF;656;15,9;M
JOSE CRUZ;655;56,6;M
SIMONE;655;31,2;M
VALENTINO;654;11,4;M
YONATHAN;653;25,4;M
OSVALDO;652;44,9;M
ANDRES MIGUEL;651;41,3;M
CARLOS IVAN;651;33;M
MANUEL RAFAEL;651;48;M
SALAH EDDINE;651;21,1;M
CHARLES;650;44,5;M
DEOGRACIAS;650;64,7;M
TIBURCIO;650;67,6;M
MOR;649;39,5;M
MIGUEL CARLOS;648;47,6;M
RICARDO JESUS;647;40,5;M
DIEGO LUIS;646;41,4;M
MIGUEL ENRIQUE;646;43,2;M
RAMON FRANCISCO;646;50,3;M
UGAITZ;646;14,5;M
ADRIAN JESUS;645;20,3;M
SALOMON;645;44,5;M
YASIR;644;18,5;M
ROBERTO JAVIER;643;40,4;M
SILVANO;642;61,7;M
ARTEM;641;19,8;M
GOTZON;640;39,5;M
NIKITA;640;14,3;M
TOMAS JOSE;640;46,9;M
LUIS ERNESTO;639;42,7;M
ALEJANDRO DAVID;638;20,5;M
ARTEMIO;638;62,3;M
PEDRO RAFAEL;638;44,6;M
PEDRO FERNANDO;637;46,4;M
WILFREDO;636;43,1;M
RAFAEL JUAN;634;48;M
COSMIN;633;28,4;M
ALIN;632;29,4;M
GABRIEL ANTONIO;632;36,7;M
JOSE GERARDO;632;49,1;M
JULIO ENRIQUE;632;44,6;M
NATHAN;632;9,9;M
DELMIRO;631;64,7;M
SERAPIO;631;68,9;M
IVAN MANUEL;630;26,8;M
PATROCINIO;630;65,5;M
BRANDON;629;12,7;M
JOAQUIN JESUS;628;40,9;M
ROBERTO MANUEL;628;39,9;M
APOLONIO;627;66,3;M
BOUCHAIB;627;43,7;M
ADONAY;626;11,8;M
YON;626;32,1;M
ANCOR;624;15,8;M
ELISARDO;624;60,3;M
FABRIZIO;624;34;M
MAROUAN;623;12,3;M
BREIXO;622;11,2;M
VALERO;622;60,3;M
FEDERICO JOSE;621;44,6;M
RAFAEL MIGUEL;621;44,1;M
ANTONIO DOMINGO;620;49,1;M
DANTE;620;15,7;M
EUSTASIO;620;68,5;M
DOMINGO JAVIER;619;41;M
EMILIO ANTONIO;619;48,5;M
MIGUEL JUAN;618;50,2;M
MISAEL;618;35,4;M
ANDERSON;616;22,8;M
DORIN;616;40,1;M
JOSE BLAS;616;48,8;M
LAHBIB;616;41,7;M
OUALID;616;16,2;M
SERGIO LUIS;616;36,9;M
CARLOS JUAN;615;46,7;M
HRISTO;615;38,1;M
JORGE IGNACIO;615;38,6;M
MANUEL PEDRO;615;50,5;M
RAFAEL ALBERTO;615;38,1;M
LUIS GONZAGA;614;43,3;M
NAJIB;614;36,6;M
ALFONSO LUIS;613;47,4;M
DANIEL ANGEL;613;38,5;M
DMITRY;613;34;M
AMADEU;612;52;M
JULIO ANGEL;611;47,3;M
DANIEL FRANCISCO;610;32,2;M
TXOMIN;610;39,1;M
LAMIN;609;31,5;M
RABAH;609;43,5;M
DAYRON;608;8,1;M
DEMBA;608;37;M
ENRIQUE FRANCISCO;608;47,2;M
JULIO MIGUEL;608;46,6;M
RAUL ANTONIO;607;37,3;M
VASIL;607;38,2;M
IVAYLO;606;34,2;M
JALAL;605;29,7;M
RAYMOND;605;56,7;M
MOULOUD;604;43,3;M
JOAN MANEL;603;35,9;M
GONZALO JOSE;602;35;M
ABDERRAZZAK;601;36,3;M
ANGEL ENRIQUE;601;44,7;M
MANUEL SALVADOR;601;47,2;M
JOSEP MIQUEL;600;42,3;M
SUFIAN;600;16,9;M
VLADISLAV;600;24,1;M
GABRIEL JOSE;598;36,5;M
CRISTIAN JOSE;597;21,9;M
JULIAN JOSE;597;46,2;M
JOSE VALENTIN;596;48,6;M
MANUEL EMILIO;596;47;M
DAOUDA;595;34,1;M
DIEGO ALBERTO;595;30,9;M
FRANCISCO EDUARDO;595;43,2;M
DOMINGO MANUEL;594;45,6;M
EROS;594;14,8;M
LUIS PABLO;594;43,2;M
PABLO ENRIQUE;593;36,6;M
ROBERTO JESUS;593;37,5;M
SANTI;593;24,2;M
LEOVIGILDO;592;62,5;M
SHAHID;592;36,1;M
ANTONIO IGNACIO;591;45;M
YORDAN;591;35,3;M
ELIAN;590;7,4;M
JUAN NICOLAS;590;34,4;M
OT;590;9,7;M
PABLO CESAR;590;34,8;M
CRISTIAN JESUS;589;21,4;M
ILYASS;589;12,4;M
JUAN ROBERTO;589;47,3;M
JUAN JORGE;588;46,9;M
RAFAEL ENRIQUE;588;45,6;M
SANTIAGO JAVIER;588;38,2;M
PEDRO TOMAS;587;46,3;M
VICTOR ANDRES;587;30,1;M
CESAR LUIS;586;45,4;M
ARISTIDES;585;50,9;M
DANIEL EDUARDO;585;31,6;M
MAURIZIO;585;44,9;M
PEP;585;11,3;M
NELU;584;41,8;M
MOHAMED SAID;583;27,2;M
ZOUHAIR;583;27,5;M
FLORENTIN;582;52,7;M
HERMOGENES;582;64,3;M
MANUEL AGUSTIN;582;47,8;M
PABLO ALEJANDRO;582;28,5;M
ABUNDIO;581;74;M
CHERKAOUI;580;37,4;M
PEDRO JULIAN;580;47,8;M
RIGOBERTO;580;53,2;M
ALVARO ANTONIO;579;32,4;M
RUBEN JESUS;579;29,3;M
CRISTOBAL JESUS;576;37,1;M
ANTONIO SALVADOR;575;47,3;M
JOAQUIN FRANCISCO;575;46,9;M
ABIAN;574;18,4;M
EL MOKHTAR;574;43,6;M
MARCOS JAVIER;574;32,8;M
BERNARDO JOSE;573;42,9;M
GIORGIO;573;42,7;M
HERNANDO;573;49,4;M
JACINT;573;54,6;M
JOSE SEBASTIAN;573;44,1;M
VICTOR ALFONSO;573;27,8;M
JAVIER LUIS;571;43,1;M
JESUS JUAN;571;48,1;M
ERNESTO JOSE;570;40,7;M
JAVIER ENRIQUE;570;37,5;M
JOSE GONZALO;570;49,9;M
ODEI;570;13,2;M
TRAIAN;570;45,9;M
EDORTA;569;33,1;M
NICU;568;40;M
RUBEN JOSE;568;32,1;M
JESUS ALFONSO;567;45,4;M
JAIME LUIS;566;46;M
ROLAND;566;43,4;M
ANDRES AVELINO;565;56,5;M
CESC;565;5,3;M
JESUS PEDRO;565;50,3;M
TAYEB;565;43,1;M
CARLOS GABRIEL;562;31,1;M
JOSE ISRAEL;562;34,6;M
ANDRES ANTONIO;561;45,9;M
EDUARDO FRANCISCO;561;44;M
JULI;561;41,9;M
WASSIM;560;7,5;M
DANIEL ENRIQUE;559;31,7;M
FELIP;559;45,3;M
JORGE RAMON;559;42,2;M
LUIS RICARDO;559;42;M
SERGIO ANDRES;558;27,7;M
ADOLFO JOSE;557;44,1;M
ANTONIO AGUSTIN;557;48,3;M
FRANCISCO AGUSTIN;557;46,5;M
FRUTOS;557;66,5;M
GHEORGHITA;557;38,3;M
SERGIO DANIEL;557;32,3;M
VALERIU;557;44,3;M
NILO;556;37,8;M
ROY;556;45;M
ARIDANE;555;20,9;M
ANDRES DAVID;553;23,7;M
BAUDILIO;553;66,2;M
BRIGIDO;552;60,7;M
DOMICIANO;552;67;M
FELIX JAVIER;552;44,5;M
SIRO;552;47,3;M
CARLOS HUMBERTO;551;43,9;M
CRISTIAN ANDRES;551;24;M
MAJID;551;35,6;M
OSCAR DANIEL;551;31,5;M
ANTONIO ALFONSO;550;46,9;M
CAYO;550;68,3;M
ENRIQUE MIGUEL;550;43,8;M
SERGIO JAVIER;550;32,3;M
JUAN BERNARDO;549;47,2;M
MIGUEL ANDRES;549;38,3;M
TRINITARIO;549;59;M
ALFONSO MARIA;548;47,3;M
ALVARO JAVIER;548;27,2;M
EUGENIO JOSE;548;45,2;M
HATIM;548;16,7;M
JESUS JOAQUIN;548;44,7;M
JIE;548;26,2;M
ABDENBI;547;40,4;M
ALADINO;547;63,6;M
ANTONIO EDUARDO;547;43,7;M
GABRIEL JESUS;546;30,3;M
ABDELJALIL;545;33,6;M
JASON;543;23,5;M
JULIAN ANTONIO;543;48,4;M
JULIO FRANCISCO;543;46,7;M
ENRICO;542;41,2;M
MELITON;542;66,3;M
NICOLAU;542;26,4;M
ASTERIO;541;67,2;M
FRANCISCO XAVIER;541;43,2;M
JOSE ALEXIS;541;37,3;M
LUIS ARMANDO;541;40,3;M
STEPAN;541;39,6;M
ANATOLIY;540;46,5;M
ADALBERTO;539;48,5;M
ANGEL EDUARDO;539;37,7;M
FRANCISCO RAUL;539;36,3;M
MIGUEL ALBERTO;539;40,2;M
OLEGUER;539;18,7;M
PABLO DAVID;539;26,2;M
DORIAN;538;13,9;M
OLIVERIO;538;44,8;M
SMAIL;538;35,9;M
VALERIY;538;46,6;M
CRISTINEL;537;38,8;M
FELIX JESUS;537;46;M
OTHMAN;537;20,7;M
FRANCISCO ALFONSO;536;45,4;M
TOMAS JESUS;535;41,8;M
BIBIANO;534;61,4;M
TAHAR;534;45;M
FRANCESC JOSEP;533;44;M
RICCARDO;533;35,9;M
TONY;533;28,1;M
COSTICA;532;47,4;M
TODOR;532;40,8;M
ASER;531;34,1;M
LIHER;531;11;M
ROBUSTIANO;531;67,7;M
GUILLERMO ANTONIO;529;39,3;M
JESUS EDUARDO;529;40,4;M
JON IÑAKI;529;46,7;M
JUAN CARMELO;529;48,5;M
JULIO JESUS;529;43,7;M
KRZYSZTOF;529;41,4;M
ANACLETO;528;66,7;M
KADDOUR;528;46,3;M
EDUARDO MIGUEL;527;39,6;M
MIGUEL JAVIER;527;43;M
RAFAEL VICENTE;527;50,1;M
RAUL JOSE;527;35,6;M
HAO;526;18,3;M
OSCAR EDUARDO;526;32,1;M
VICTOR FRANCISCO;526;39,9;M
HABIB;525;38;M
JOSE RAMIRO;525;52;M
JULIO JAVIER;525;42,4;M
GIANCARLO;524;36,9;M
SANDALIO;524;68,2;M
NEL;522;8;M
BOHDAN;521;40,6;M
TOBIAS;521;35,1;M
TUDOR;521;41;M
ABDELKHALEK;520;37;M
JUAN VICTOR;520;41,7;M
VICTOR ALEJANDRO;520;28;M
AGUSTIN MANUEL;519;44,8;M
JOAQUIN MIGUEL;519;46,6;M
PABLO NICOLAS;519;16,6;M
JAVIER ANDRES;518;31,5;M
JUAN ALONSO;518;45,8;M
SINFORIANO;518;66,4;M
TAHA;518;10,2;M
YAEL;518;5,4;M
ALBERTO MIGUEL;517;40,4;M
CARLOS MARIO;517;38;M
PIERRE;517;45,5;M
EUFEMIO;516;64,7;M
XOAN;516;15,8;M
CARLOS JULIO;515;42,4;M
NEIL;515;30,7;M
JUAN BENITO;514;55,2;M
DANIEL ANDRES;513;23,9;M
ELIEZER;513;25,9;M
ONESIMO;513;62,2;M
CRISTO;512;27,8;M
EL HOUSSINE;512;40,7;M
JORGE FERNANDO;512;40,2;M
LUIS HUMBERTO;512;45,9;M
BOUAZZA;510;42;M
TRINIDAD;510;64,6;M
MANUEL DOMINGO;509;50;M
MIGUEL VICENTE;509;49,6;M
JAIME ALBERTO;508;41,5;M
PHILIPPE;507;46,3;M
DOSITEO;506;68,2;M
SERGIO MIGUEL;506;32,7;M
WOLFGANG;506;60,7;M
ANDRES JAVIER;505;37,5;M
EKHI;505;8,4;M
JOSE SANTOS;505;52,7;M
PIETRO;505;42,6;M
ANTONIO JORGE;504;45,3;M
CRISTIAN MANUEL;504;21,9;M
GIORGI;503;26,3;M
LAKHDAR;502;43,7;M
LEONARD;502;32,2;M
MIGUEL IGNACIO;502;44,5;M
ANDRZEJ;501;46,1;M
JOSEP MANEL;501;42,8;M
STELIAN;501;41,9;M
AZEDDINE;500;30,9;M
CRISTOBAL JOSE;499;39,2;M
FERNANDO DAVID;499;30,1;M
OBDULIO;498;64;M
ANGEL IGNACIO;497;46,4;M
ELIECER;497;52,9;M
LUIS ARTURO;497;42,4;M
MARKO;496;18,3;M
KEVIN ALEXANDER;495;13,3;M
ABDELMALIK;494;42;M
ALIPIO;494;64,6;M
RAFAEL DAVID;494;32,6;M
BERNARD;493;51,4;M
JOAQUIN ANGEL;493;49,8;M
JUAN RAUL;493;37,6;M
NORMAN;493;45,2;M
ALEKSANDR;491;33,5;M
KERMAN;491;17;M
PABLO IGNACIO;491;35,5;M
ALEJANDRO DANIEL;490;25,8;M
JUAN ISIDRO;490;49,2;M
RAFAEL ALEJANDRO;490;32,4;M
ROBIN;490;27,7;M
VICTOR ANGEL;490;43,7;M
ANUAR;489;13,5;M
FERNANDO FRANCISCO;489;47,6;M
JOAQUIN VICENTE;489;49,7;M
JOSE AMADOR;489;48,5;M
MASSIMILIANO;489;38,3;M
PIOTR;489;37,9;M
JUAN EUGENIO;488;51,2;M
JUN;488;31,8;M
MAKSYM;488;20,4;M
PEDRO AGUSTIN;488;47,4;M
IGNACIO ANTONIO;487;41,5;M
JON MIKEL;487;33,5;M
LAUDELINO;487;66,3;M
OINATZ;487;8,3;M
GAUDENCIO;486;68,3;M
ALEJANDRO LUIS;485;35,6;M
JEAN;485;46,6;M
VICTOR DAVID;485;30,5;M
ABDELOUAHAB;484;39,2;M
DANIEL FERNANDO;484;31,7;M
JESUS PABLO;484;46,2;M
RAUL ALBERTO;484;40,4;M
RICARDO LUIS;484;47;M
SERGIO ALEJANDRO;484;31,2;M
CARMELO JESUS;483;42,4;M
FRANCISCO PABLO;483;43,6;M
KOLDOBIKA;483;37,9;M
JUAN ALFREDO;482;45,7;M
LUIS GERARDO;482;42,2;M
OCTAVI;482;37,8;M
DARIUS;481;21,7;M
GUIM;481;8,5;M
KHALIFA;481;40,7;M
KEITH;480;62,5;M
RAYANE;480;5,4;M
ALEXEI;479;27,6;M
PHILIP;479;47,9;M
ASSANE;478;35,8;M
DAVID MIGUEL;478;30,2;M
JESUS MARIANO;478;48,5;M
JULIAN MANUEL;478;45,6;M
DOMENICO;477;45,8;M
MAREK;477;38,3;M
PETER JOHN;477;62,9;M
TOMEU;477;15;M
ANTONIO PABLO;476;43,9;M
DAVID FRANCISCO;476;33,9;M
JOSE ISIDRO;475;52,7;M
NORBERT;475;43,6;M
BELISARIO;473;63,4;M
CRISTIAN DANIEL;473;22,6;M
HAMED;473;44,2;M
HECTOR FABIO;472;40,3;M
PABLO ANGEL;472;41,1;M
ZAKARIAE;472;19,5;M
OSCAR MIGUEL;471;37,2;M
VIRGIL;471;43,6;M
ADUR;470;10;M
ANGEL PEDRO;470;50;M
FELIPE ANTONIO;470;45,3;M
JOSE LEONARDO;470;41,4;M
ALESSIO;469;26,4;M
ZENON;469;54,9;M
ANGEL JUAN;468;49,6;M
BREOGAN;468;16,2;M
CARLOS FELIPE;468;38,2;M
EL MAHDI;468;28,3;M
MOUHAMED;468;13,1;M
SEKOU;468;32,5;M
ANGEL TOMAS;467;45,1;M
CRISPIN;467;62,5;M
JAIME JESUS;467;38,8;M
KRISTIAN;467;17,8;M
ANDRES MARIA;466;46,9;M
GHULAM;466;40,8;M
MANUEL TOMAS;466;48,9;M
SENDOA;466;19,8;M
YOUCEF;466;29;M
GUILLERMO MANUEL;465;36,5;M
JESUS GABRIEL;465;36,7;M
JOSE AVELINO;465;55;M
TARAS;465;32,1;M
ANTONIO JULIAN;464;46,6;M
BELKACEM;464;42,8;M
ESAU;464;27,6;M
JUAN MARIANO;464;49,8;M
LEONIDES;464;63,3;M
PABLO MARIA;464;38,9;M
AGUSTIN JOSE;463;46,7;M
JOSE ELOY;463;48,7;M
JOSE GINES;463;39;M
MARIO LUIS;463;44,3;M
SATURIO;463;66,4;M
XOSE;463;37,4;M
FERNANDO CARLOS;462;47,8;M
CESAR JOSE;461;43,6;M
EMILIO FRANCISCO;461;48,3;M
KAMEL;461;40,1;M
MALICK;461;35,2;M
ABDELFATTAH;460;35;M
AYMANE;460;9,9;M
NORDIN;460;26,4;M
PATXI XABIER;460;48,9;M
PERE JOAN;460;38,6;M
REYNALDO;460;42;M
CRISTIAN CAMILO;459;20,8;M
EL HOUCINE;458;38,1;M
FABRICIANO;458;66,7;M
VINCENT;457;33,8;M
YI;457;25,3;M
HANS;456;54,8;M
KHADIM;456;28,9;M
PAVLO;456;32,5;M
XURXO;456;20;M
ABID;455;36,3;M
ALBANO;455;37,6;M
SIMION;455;44;M
SOFIAN;455;13,8;M
YAYA;455;34,7;M
AMJAD;454;31,1;M
IU;454;10;M
JERONI;454;37,9;M
OSCAR ANDRES;454;30,7;M
AIRAN;453;18,5;M
ARIAN;453;11,1;M
FRANCISCO SANTIAGO;453;49,5;M
MARCO AURELIO;453;39,1;M
TOMAS MANUEL;453;45,7;M
ANDRES LUIS;452;44,9;M
BENET;452;50,5;M
HERACLIO;452;66,5;M
ALVARO LUIS;451;31,9;M
OCTAVIAN;450;39;M
KEVIN ANDRES;449;14,9;M
SLIMANE;449;39,3;M
VICTOR RAMON;449;41,5;M
ARAM;448;20,7;M
NIKOLA;448;27,8;M
TOMAS ANTONIO;448;48,5;M
CURRO;447;6,2;M
FRANKLIN;447;35,6;M
IDELFONSO;447;55,6;M
ISABELINO;447;62,9;M
ESTEBAN JOSE;446;41,9;M
RUBEN ANTONIO;446;33,9;M
BOUSSELHAM;445;40,8;M
FILIP;445;24,5;M
JESUS EMILIO;445;49,1;M
AYOSE;444;26,5;M
VICENS;444;59,6;M
ARTHUR;443;35,4;M
NATAN;443;23,3;M
GABRIELE;442;31,1;M
HEGOI;442;9,2;M
FRANCISCO DOMINGO;441;47;M
BABA;440;35,7;M
CARLOS RAUL;440;33,1;M
FERNANDO DANIEL;440;34,4;M
HAROLD;440;40,2;M
KONSTANTIN;440;31,7;M
MANUEL FELIPE;440;47,2;M
DJAMEL;439;41;M
ISIDRO JOSE;439;43,1;M
JAIME FRANCISCO;439;42,8;M
LORIEN;439;8,3;M
TOMASZ;439;35,8;M
CARLOS HUGO;438;39;M
IZEI;438;4,2;M
MATTHEW;438;24,4;M
ABDESSELAM;437;49,8;M
GREGORIO JOSE;437;47,6;M
JAVIER CARLOS;437;46,1;M
SALVADOR JESUS;437;38,3;M
SILVIU;437;35,6;M
JAIME ANDRES;436;32,5;M
JESUS SANTIAGO;436;48,7;M
LONGINOS;436;66;M
MANFRED;436;62,9;M
TITO;436;41,2;M
JOSE RODRIGO;435;38,6;M
ALFONSO MIGUEL;434;43,1;M
MARKUS;434;36,2;M
HOUSSAM;433;13,7;M
MANUEL RICARDO;433;47,4;M
RUFO;433;65,7;M
JAVIER ALBERTO;432;36,9;M
MICHAL;432;30,8;M
ALFREDO MANUEL;431;45,1;M
CESAR JAVIER;431;41,7;M
DAVID FERNANDO;431;30,5;M
EDUARDO ENRIQUE;431;43,8;M
CARLOS EMILIO;429;42,3;M
CARMELO JOSE;429;43;M
DIEGO MARTIN;429;32,3;M
JUAN LUCAS;429;39,2;M
JUNIOR;429;21,5;M
ALEJANDRO FRANCISCO;428;33,2;M
CONSTANTE;428;62,9;M
LUIS JUAN;428;50,9;M
OLMO;428;17,5;M
ELPIDIO;427;66,9;M
MIHAITA;427;35,9;M
NASIR;427;35,3;M
NUNO;427;13,3;M
TOUFIK;427;35,2;M
ANARTZ;426;18,6;M
DAILOS;426;23,1;M
ILUMINADO;425;63,5;M
JOHN ALEXANDER;425;31,5;M
JOSE FIDEL;425;49,5;M
MOHAMAD;425;30,5;M
OTILIO;425;65,1;M
AIDAN;424;9;M
ENRIQUE CARLOS;424;50,2;M
KLAUS;424;56,7;M
MIGUEL FERNANDO;424;45,3;M
JESUS TOMAS;423;47,8;M
JULIO LUIS;423;52,7;M
CARLOS GUILLERMO;422;40,4;M
GUILLERMO JESUS;422;34,4;M
MANSOUR;422;35,8;M
ANTONIO SANTIAGO;421;51,7;M
AXIER;421;27,3;M
FELIPE MANUEL;421;43,7;M
LAMBERTO;421;57,4;M
VLADYSLAV;421;21,1;M
GASTON;420;33,6;M
VADIM;419;32,3;M
GARY;418;43;M
NADAL;418;45,5;M
ORESTES;418;51,6;M
BOUZEKRI;417;42,9;M
ODILO;417;63,9;M
RUMEN;417;39,2;M
DJIBRIL;416;35,9;M
FRANÇOIS;416;47,6;M
JOSEP FRANCESC;416;43,7;M
MANUEL PABLO;416;38,8;M
USMAN;416;23,3;M
EIDAN;415;3,4;M
IYAN;415;8,8;M
JOAN LLUIS;415;45;M
ABDULLAH;414;14,7;M
JORGE VICENTE;414;40,5;M
MIGUEL EDUARDO;414;37,1;M
XABAT;414;13,5;M
FELIX MARIA;413;55,4;M
LUIS JOAQUIN;413;47,4;M
AMERICO;412;55,1;M
ANGEL PABLO;412;45,3;M
LORENZO JOSE;412;42,6;M
NIKOLAS;412;15,3;M
OTMANE;412;24,6;M
ANGEL SANTIAGO;411;45,2;M
BENITO JOSE;411;46,4;M
JURGEN;411;51,8;M
LUIS TOMAS;411;48,1;M
JUAN MATIAS;410;48;M
ROBERTO LUIS;410;44,2;M
ATANAS;409;37,4;M
FRANCISCO SOLANO;409;41,7;M
JEFFERSON;409;23,6;M
NICHOLAS;409;30,1;M
BORISLAV;408;35;M
CARLOS JOAQUIN;408;40,2;M
DANIEL ALEXANDER;408;16,9;M
GERSON;408;25,9;M
JORGE ELIECER;408;44,3;M
JOSE ALEXANDER;408;27,5;M
LIBORIO;408;63,7;M
LUIS DOMINGO;408;47,5;M
RICARDO ANDRES;408;32,4;M
ECHEDEY;407;23,8;M
LIER;407;4,7;M
NUNO MIGUEL;407;34,4;M
FERNANDO ALBERTO;406;43,8;M
JON JOSEBA;406;44,5;M
SOHAIB;406;9,2;M
ANDRES MAURICIO;405;27,8;M
FLOREA;405;49,4;M
CHRISTIAN DAVID;404;20,8;M
JOAO PAULO;404;35,5;M
SANTIAGO ANTONIO;404;43,9;M
VALERI;404;41;M
VIRGINIO;404;61,1;M
ANIANO;403;68,3;M
EVGENY;403;37,9;M
JOHAN;403;25,1;M
NASSIM;403;12,4;M
FELIPE JESUS;402;43,2;M
JONATHAN DAVID;402;23,9;M
CRISTIAN JAVIER;401;24,2;M
DAME;401;39;M
ENRIQUE JUAN;401;48,5;M
JESUS DOMINGO;401;48,8;M
OTHMANE;401;21,4;M
PAWEL;401;35;M
RYAN;401;14,9;M
ANDRES FERNANDO;400;35,8;M
DANNY;400;24,2;M
FERNANDO ENRIQUE;399;44,2;M
AMOS;398;49,3;M
JACK;398;33,8;M
JAVIER EDUARDO;398;34,4;M
MARIO ALEJANDRO;398;26,5;M
SABIN;398;44,6;M
SOFIANE;398;25,5;M
JOAO MANUEL;397;45,5;M
JOSE MATEO;397;45,8;M
LUIS ESTEBAN;397;43,1;M
ALEXANDRU GABRIEL;396;14,7;M
PAULO CESAR;396;33,8;M
ALBERTO FRANCISCO;395;41,3;M
ANTXON;395;36;M
DAVID ALEXANDER;394;21,2;M
HECTOR JAVIER;394;32,9;M
JORGE ANGEL;394;36,8;M
JOSE CESAR;394;50,5;M
WERNER;394;62,1;M
XUBAN;394;9,3;M
YACINE;394;24,6;M
ADRIAN MANUEL;393;21,4;M
ARMANDO JOSE;393;42,9;M
CARLOS SANTIAGO;393;38,4;M
EDILBERTO;393;53,8;M
GONZALO JAVIER;393;35,1;M
LUIS MARTIN;393;42,1;M
FENG;392;32,5;M
HERMES;392;29,6;M
JUAN MARIO;392;44,2;M
FERNANDO GABRIEL;391;35,7;M
JOSEP MANUEL;391;50,1;M
KIRIL;391;33,6;M
OSSAMA;391;11,9;M
ANDRES EDUARDO;390;28,8;M
JOHN MICHAEL;390;50,5;M
MOHAMMED AMINE;390;14,3;M
RAMDANE;390;44,6;M
VICENTE SALVADOR;390;50,9;M
ENRIQUE VICENTE;389;49,5;M
GONZALO MANUEL;389;35,8;M
ISHAK;389;6,5;M
JOAO CARLOS;389;40,1;M
JOSE ELADIO;389;51,6;M
LEONID;389;41,4;M
TOMAS FRANCISCO;389;47,2;M
CESAR ALBERTO;388;41,3;M
LEKBIR;388;43,1;M
JOHN WILLIAM;387;60;M
JOSE BENJAMIN;387;49,6;M
CHRISTOPHER JOHN;386;53,3;M
DORU;386;42,4;M
MANUEL ESTEBAN;386;46,3;M
AURELIAN;385;39,1;M
AZZEDDINE;385;31,6;M
EVAN;385;5,2;M
JUAN ELIAS;385;43,9;M
ESCOLASTICO;384;63,9;M
FRANCISCO EMILIO;384;47,3;M
RUBEN DAVID;384;28,6;M
IVAN ANTONIO;383;30,6;M
SAJID;383;34,8;M
SAULO;383;22,9;M
ALFONSO ANTONIO;382;45,6;M
JHONNY;382;33;M
JOHANNES;382;52,3;M
LUIS CESAR;382;46,2;M
PACO;382;13,2;M
GUSTAVO JAVIER;381;38,7;M
IGNACIO LUIS;381;43,4;M
SANTIAGO MIGUEL;381;41;M
ISLAM;380;11,4;M
JESUS FELIX;380;52,1;M
MARIO JAVIER;379;35,9;M
RAUL MANUEL;379;35,7;M
JOSE ALONSO;378;44,7;M
PELLO;378;27,9;M
RICARDO ALBERTO;378;43,4;M
FRANCISCO IVAN;377;31,6;M
GERARDO JOSE;377;42,9;M
JOAO PEDRO;377;25,4;M
JOAQUIN LUIS;377;49,1;M
JOSEF;377;52,5;M
DALMACIO;376;66,2;M
OTTO;376;24,6;M
CARLOS ADRIAN;375;23,6;M
JARED;375;13,6;M
JORGE RAFAEL;375;37;M
JULIAN DAVID;375;25,6;M
KIMETZ;375;11,1;M
LAID;375;44;M
PEDRO EMILIO;375;45,1;M
AGONEY;374;18,2;M
DANIEL DAVID;374;26,2;M
FERNANDO JUAN;374;44,5;M
GUILLERMO JAVIER;374;34,2;M
JILALI;374;44,1;M
PASTOR;374;56,4;M
SULAYMAN;374;22,8;M
VITOR MANUEL;374;42,5;M
XIMO;374;14,2;M
ASIF;373;35,9;M
EDISON;373;35,7;M
IRENEO;373;64,6;M
JOANES;373;14,4;M
PEDRO GABRIEL;373;37,7;M
RAMON MIGUEL;373;48,2;M
ANTONIO FELIX;372;50,6;M
FELIX ALBERTO;372;42,6;M
JOHNNY;372;34,6;M
SALVADOR ANTONIO;372;46,5;M
WAEL;372;10;M
KIRIAN;371;13,1;M
LUIS OSCAR;371;45,8;M
RAFAEL EDUARDO;371;40,3;M
DELIO;370;58,1;M
HORTENSIO;370;68,7;M
MATHIAS;370;18,2;M
ROMULO;370;47,7;M
SALIOU;370;35,5;M
SANCHO;370;21,2;M
STEPHANE;370;38,7;M
YUNES;370;14;M
YURY;370;46,5;M
CRISPULO;369;62,9;M
JOAN BAPTISTA;369;46,4;M
JULIO ANDRES;369;40,8;M
OSCAR FRANCISCO;369;38,8;M
RAFIK;369;28,2;M
SEYDOU;369;34,2;M
THEO;369;10,3;M
ALY;368;36;M
EL ARBI;368;42,1;M
FILIPPO;368;34,8;M
